scriptSerial,title,TitleJP-CN,tragedySet,creator,box,setNumber,boxAlt,setNumberAlt,loopsHard,loopsEasy,loopsRange,daysPerLoop,specialRules,notes,mainPlot,SubPlot 1,SubPlot 2,Cast 1 ID,Cast 1 Role,Cast 2 ID,Cast 2 Role,Cast 3 ID,Cast 3 Role,Cast 4 ID,Cast 4 Role,Cast 5 ID,Cast 5 Role,Cast 6 ID,Cast 6 Role,Cast 7 ID,Cast 7 Role,Cast 8 ID,Cast 8 Role,Cast 9 ID,Cast 9 Role,Cast 10 ID,Cast 10 Role,Cast 11 ID,Cast 11 Role,Cast 12 ID,Cast 12 Role,Day 1,Incident 1,Culprit 1 ID,Culprit 1 Role,Day 2,Incident 2,Culprit 2 ID,Culprit 2 Role,Day 3,Incident 3,Culprit 3 ID,Culprit 3 Role,Day 4,Incident 4,Culprit 4 ID,Culprit 4 Role,Day 5,Incident 5,Culprit 5 ID,Culprit 5 Role,Day 6,Incident 6,Culprit 6 ID,Culprit 6 Role,Day 7,Incident 7,Culprit 7 ID,Culprit 7 Role,Day 8,Incident 8,Culprit 8 ID,Culprit 8 Role,Day 9,Incident 9,Culprit 9 ID,Culprit 9 Role,Day 10,Incident 10,Culprit 10 ID,Culprit 10 Role
MC-F-044,Big Brother,,Mystery Circle,Emily Forster,www.tragedylooperscripts.com (not reviewed),111,Fan,,,3,3,6,,,Tightrope Plan,Isolated Institution Psycho,Smell of Gunpowder,Rich Man’s Daughter,Brain,Boss,Conspiracy Theorist (School),Doctor,Killer,Scientist,Paranoiac,Godly Being (∞ 2),Therapist,Police Officer,Serial Killer,Mystery Boy,Friend,Alien,Person,Journalist,Person,Boy Student,Person,Pop Idol,Person,,,1,Increasing Unease,Rich Man’s Daughter,,2,The Silver Bullet,Police Officer,,4,Increasing Unease,Boy Student,,5,Faked Suicide,Doctor,,6,Bestial Murder,Scientist,,,,,,,,,,,,,,,,,,,,,
MC-F-045,Let's Try Again,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),86,Fan,,,3,3,6,,,A Drop of Strychnine,Tricky Twins,The Hidden Freak,Informer,Key Person,Police Officer,Poisoner,Patient,Fool,Boy Student,Friend,Rich Man’s Daughter,Paranoiac,Girl Student,Serial Killer,Alien,Twin,Office Worker,Person,Henchman,Person,Journalist,Person,,,,,1,Portent,Henchman,,2,Increasing Unease,Rich Man’s Daughter,,3,Serial Murder,Alien,,5,Serial Murder,Alien,,6,Suicide,Patient,,,,,,,,,,,,,,,,,,,,,
MC-F-046,New Vroom,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),142,Fan,,,4,4,6,,,A Drop of Strychnine,Isolated Institution Psycho,Smell of Gunpowder,Journalist,Key Person,Forensic Specialist,Poisoner,Alien,Fool,Class Rep,Paranoiac,Office Worker,Conspiracy Theorist,Patient,Therapist,Doctor,Serial Killer,Nurse,Person,Henchman,Person,Police Officer,Person,,,,,1,Suicide,Forensic Specialist,,2,Closed Circle,Alien,,3,Serial Murder,Office Worker,,4,Suicide,Patient,,5,Terrorism,Nurse,,6,Hospital Incident,Police Officer,,,,,,,,,,,,,,,,,
MC-F-047,The Fall of the Vroom,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),96,Fan,,,5,5,5,,,The Black School,Dance of Fools,I am a Master Detective,Rich Man’s Daughter,Brain,Police Officer,Fool,Class Rep,Friend,Girl Student,Conspiracy Theorist,Shrine Maiden,Friend,Alien,Private Investigator,Mystery Boy,Obstinate,Patient,Person,Henchman,Person,Office Worker,Person,,,,,1,Terrorism,Patient,,2,Terrorism,Girl Student,,3,Faked Suicide,Police Officer,,4,Suicide,Shrine Maiden,,5,Hospital Incident,Mystery Boy,,,,,,,,,,,,,,,,,,,,,
MC-F-048,The Greatness Vroomed,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),106,Fan,,,3,3,7,,,The Black School,Isolated Institution Psycho,An Absolute Will,Henchman,Brain,Godly Being (∞ 2),Paranoiac,Rich Man’s Daughter,Conspiracy Theorist,A.I.,Therapist,Police Officer,Obstinate,Mystery Boy,Friend,Class Rep,Person,Nurse,Person,Shrine Maiden,Person,Patient,Person,,,,,1,Closed Circle,Police Officer,,2,A Suspicious Letter,Rich Man’s Daughter,,4,Closed Circle,A.I.,,5,Suicide,Mystery Boy,,6,Serial Murder,Godly Being,,7,Hospital Incident,Class Rep,,,,,,,,,,,,,,,,,
MC-F-049,The Revival of Greatness,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),112,Fan,,,4,4,6,,,A Drop of Strychnine,An Absolute Will,Tricky Twins,Pop Idol,Key Person,Godly Being (∞ 2),Poisoner,Patient,Obstinate,Alien,Fool,Rich Man’s Daughter,Paranoiac,Henchman,Twin,Mystery Boy,Killer,Doctor,Person,Journalist,Person,Informer,Person,Boy Student,Person,,,1,Increasing Unease,Rich Man’s Daughter,,2,Serial Murder,Henchman,,3,Suicide,Alien,,5,Hospital Incident,Patient,,6,Serial Murder,Henchman,,,,,,,,,,,,,,,,,,,,,
MC-F-050,Vroom Vroom,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),78,Fan,,,3,3,5,,,Tightrope Plan,An Absolute Will,Tricky Twins,Police Officer,Brain,Pop Idol,Killer,Patient,Obstinate,Shrine Maiden,Twin,Alien,Person,Godly Being (∞ 3),Person,Journalist,Person,Rich Man’s Daughter,Person,Henchman,Paranoiac,,,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Closed Circle,Shrine Maiden,,3,Bestial Murder,Henchman,,4,Terrorism,Alien,,5,Hospital Incident,Patient,,,,,,,,,,,,,,,,,,,,,
MC-F-051,Vroom Vroom Greatness,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),117,Fan,,,4,4,6,,,A Quilt of Incidents,Smell of Gunpowder,Isolated Institution Psycho,Henchman,Conspiracy Theorist,Alien,Fool,Class Rep,Serial Killer,Shrine Maiden,Paranoiac,Rich Man’s Daughter,Therapist,Mystery Boy,Poisoner,Journalist,Person,Patient,Person,Police Officer,Person,Office Worker,Person,Doctor,Person,Informer,Person,1,Suicide,Rich Man’s Daughter,,2,Suicide,Class Rep,,3,Serial Murder,Henchman,,4,A Suspicious Letter,Shrine Maiden,,5,Portent,Alien,,6,The Silver Bullet,Informer,,,,,,,,,,,,,,,,,
MC-F-052,Who Died? And Why?,,Mystery Circle,O'Malley,www.tragedylooperscripts.com (not reviewed),110,Fan,,,3,3,8,,,A Quilt of Incidents,Tricky Twins,Dance of Fools,Mystery Boy,Private Investigator,Scientist,Fool,Boss,Conspiracy Theorist (School),Henchman,Paranoiac,Class Rep,Twin,Doctor,Friend,Police Officer,Person,Forensic Specialist,Person,Pop Idol,Person,Girl Student,Person,,,,,1,Closed Circle,Class Rep,,2,Serial Murder,Henchman,,3,Hospital Incident,Scientist,,4,Increasing Unease,Pop Idol,,5,Serial Murder,Henchman,,6,The Silver Bullet,Police Officer,,7,Serial Murder,Henchman,,8,Suicide,Doctor,,,,,,,,,
MC-F-053,Zexal?,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),134,Fan,,,4,4,6,,,A Drop of Strychnine,Tricky Twins,The Hidden Freak,Informer,Key Person,Police Officer,Poisoner,Godly Being (∞ 2),Fool,Henchman,Twin,Rich Man’s Daughter,Paranoiac,Boy Student,Serial Killer,Girl Student,Friend,Mystery Boy,Private Investigator,Class Rep,Person,Office Worker,Person,Transfer Student (Day 4),Person,,,1,Closed Circle,Rich Man’s Daughter,,2,Serial Murder,Henchman,,3,Suicide,Girl Student,,4,Serial Murder,Henchman,,5,Hospital Incident,Police Officer,,6,Serial Murder,Godly Being,,,,,,,,,,,,,,,,,
MZ-001,Romance Antithesis,友愛アンチテーゼ ,Midnight Zone,BakaFire,Midnight Circle,4,,,3,4,3 – 4,5,,,Male Confrontation,Unsafe Trigger,Love-Hate Spiral,Boy Student,Person,Girl Student,Obstinate,Rich Man’s Daughter,Friend,Shrine Maiden,Person,Alien,Factor,Police Officer,Person,Office Worker,Ninja,,,,,,,,,,,2,Confession,Rich Man’s Daughter,,4,Confession,Office Worker,,4,Increasing Unease,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-002,In the Hands of Evil Fate,神の随に ,Midnight Zone,Bodogetta,Midnight Circle,5,,,3,4,3 – 4,4,,,Secret Record,Dice of the Gods,Unsafe Trigger,Boy Student,Obstinate,Rich Man’s Daughter,Person,Shrine Maiden,Person,Alien,Conspiracy Theorist,Godly Being (∞ 2),Brain,Police Officer,Serial Killer,Office Worker,Factor,Doctor,Person,Patient,Key Person,,,,,,,2,"['Fake Incident', 'Hospital Incident']",Boy Student,,3,Increasing Unease,Rich Man’s Daughter,,4,Serial Murder,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-003,Singer of the Heretic Idol,偶像の謳い手 ,Midnight Zone,Satoshi Sawamura,Midnight Circle,6,,,7,8,7 – 8,4,,,The Sealed Item,Love-Hate Spiral,Worshippers of the Apocalypse,Boy Student,Obstinate,Class Rep,Friend,Mystery Boy,Immortal,Shrine Maiden,Person,Illusion,Brain,Pop Idol,Person,Journalist,Prophet,Doctor,Cultist,Henchman,Person,,,,,,,1,Suicide,Pop Idol,,2,"['Fake Incident', 'Breakthrough']",Henchman,,3,"['Fake Incident', 'Uproar']",Class Rep,,4,"['Fake Incident', 'Hospital Incident']",Boy Student,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-005,Spinning Duplicate Spiral,マワレマワレ二重ノ螺旋 ,Midnight Zone,Gaijin,Midnight Circle,7,,,,4,4,6,,,Fated Connections,Unanswered Heart,Showtime of Death,Boy Student,Magician,Rich Man’s Daughter,Person,Mystery Boy,Prophet,Shrine Maiden,Serial Killer,Police Officer,Magician,Pop Idol,Friend,Journalist,Conspiracy Theorist,Doctor,Person,Patient,Immortal,,,,,,,3,Faked Suicide,Boy Student,,4,Missing Person,Rich Man’s Daughter,,5,Uproar,Journalist,,6,Confession,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-006,Autumn leaves bloom in the big city,紅葉の錦、大都会に紅 ,Midnight Zone,BakaFire+ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-007,Hero License,英雄の資格,Midnight Zone,げんさん,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-008,Popularity Period,モテ期 ,Midnight Zone,あかしあ ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-009,They're Out to Get You ,,Midnight Zone,Hopkins Loopers ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-010,Things Lurking in the Ninja Village,忍の里に潜むモノ ,Midnight Zone,ロキルス,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-011,Minai-san Doesn’t Face Reality,薬袋さんは現実を見ない ,Midnight Zone,十六夜,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-012,Get those credits back! I'm fed up with these endless eight years!,単位を取り戻せ！　終わりのない八年間は懲り懲りだ ,Midnight Zone,パーン,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-013,Echoes of a Distant Present ,,Midnight Zone,Roberta Yang,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-014,Inevitable contamination,逃れえぬ汚染 ,Midnight Zone,k m,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-015,Sweet Spot ,,Midnight Zone,SpaceTW,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-016,Night at the Mansion ,,Midnight Zone,Hopkins Loopers,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-017,The Crimson Inquest ,,Midnight Zone,The Delta Autonomy,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-018,A Serial Bomber’s Incidents,爆弾魔による連続爆破事件 ,Midnight Zone,4d2,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-001,Broadcast of Horror,惊魂录制 ,Midnight Zone,居居 ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-002,The Hound Dog Game,猎犬游戏 ,Midnight Zone,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-003,The Forgotten Conspiracy,被遗忘的阴谋 ,Midnight Zone,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-004,Super Possession Emissary,超级附身使者 ,Midnight Zone,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-005,Dice of the Gods,诸神之骰（真·改·不粪版） ,Midnight Zone,海天一色 ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-006,My First Prophet,はじめてのよげんしゃ ,Midnight Zone,KM(キャクホンカミナライ),,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-007,Escort to the Tragedy,惨劇へのエスコート ,Midnight Zone,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-008,Can Kindness Get You Killed?,善意で人は殺せるか？ ,Midnight Zone,Lapras-hst@パーソン,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-009,A Woman Who Would Definitely Kill A Detective,刑事絶対殺すウーマン ,Midnight Zone,KM(キャクホンカミナライ),,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-010,Four-Corner Sealing Barrier,四方八方封印結界 ,Midnight Zone,KM(キャクホンカミナライ),,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-011,The One Who Weaves the Finale,終極を紡ぐもの ,Midnight Zone,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-012,Once Again With Feeling,,Midnight Zone,chewonki,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-013,Ode to Satoshi,,Midnight Zone,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-014,Snitch Man's Daughter,,Midnight Zone,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-015,The Destined Murders,,Midnight Zone,Roberta Yang,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-016,The Prophetic Girl,预言少女 ,Midnight Zone,喵氏,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-017,MORIARTY'S REVENGE ,莫里亚蒂的复仇 ,Midnight Zone,无名烈火,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-018,MORIARTY'S REVENGE ,莫里亚蒂的复仇（精简版） ,Midnight Zone,无名烈火&A,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-019,Founder-sama is Hopping Around~,教祖様がぴょんぴょんするんじゃぁ^～ ,Midnight Zone,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-020,Which One is the Shadow Warrior?,影武者はどっちだ？ ,Midnight Zone,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-021,The Girl Who Holds the Key,鍵を握る少女 ,Midnight Zone,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-022,Blooming Youkai Cherry Blossom,妖怪さくらの咲く ,Midnight Zone,垢離雅月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-023,Who is the Mystery Boy?,イレギュラーの正体は？ ,Midnight Zone,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-024,Rapid Fire Dual Wield Attack,にとうりゅう　みだれうち ,Midnight Zone,ペンスキー,,,,,,,,,,Final Fantasy reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-025,Fated Partings,因果の途絶 ,Midnight Zone,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-026,Face Reality,面对现实 ,Midnight Zone,新手之二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-027,The Thing Magicians Fear,奇術師が恐れるもの ,Midnight Zone,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-028,Dripping Water Pierces Stone,水滴石穿 ,Midnight Zone,新手之二 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-029,Three Shots and a Case of Astonishing Events,三枪拍案惊奇 ,Midnight Zone,新手之二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-030,Help Me Call Out to Them,帮我喊到 ,Midnight Zone,新手之二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-031,The daily life of an office worker,上班族的日常 ,Midnight Zone,Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-032,Lord Jiang goes fishing,愿者上钩 ,Midnight Zone,新手之二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-033,The Ultimate Self-Improvement Plan!,疯狂疗愈计划！ ,Midnight Zone,海象妈妈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-034,A place shrouded in mystery and intrigue.,疑云沉醉之地 ,Midnight Zone,海象妈妈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-035,"Obsessive-compulsive disorder, depression, & bipolar disorder",强迫症、抑郁症和狂躁症 ,Midnight Zone,海象妈妈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-036,Helix Inspection,螺旋视察 ,Midnight Zone,α聆弦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-037,12 equal temperament,十二平均律 ,Midnight Zone,Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-038,Exorcising Demons & Seeking Immortals,寻仙问道，镇鬼除妖 ,Midnight Zone,α聆弦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-039,The hustle and bustle of our town,熙熙攘攘、我们的城市 ,Midnight Zone,Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-040,The Three Sacred Seals and the Ouroboros,三圣印与衔尾蛇 ,Midnight Zone,无名烈火,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-041,Sword of Valiant -Dark Power- ,,Midnight Zone,弾濫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-042,Is this the start of a tragedy?,はじまりの惨劇かい？ ,Midnight Zone,白獅子のケイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-043,Deserted Street,,Midnight Zone,Lizabove,www.tragedylooperscripts.com (not reviewed),167,Fan,,,666,666,3,,,Male Confrontation,Showtime of Death,Worshippers of the Apocalypse,Henchman,Ninja,Illusion,Prophet,Alien,Person,Sacred Tree,Magician,Rich Man’s Daughter,Immortal,Copycat,Person,,,,,,,,,,,,,1,Suicide,Rich Man’s Daughter,,2,Suicide,Henchman,,3,Suicide,Copycat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-044,Hide and Seek,,Midnight Zone,Seiji-kun,www.tragedylooperscripts.com (not reviewed),83,Fan,,,3,3,5,,,The Devil’s Hand,Showtime of Death,Worshippers of the Apocalypse,Alien,Key Person,Rich Man’s Daughter,Cultist,Police Officer,Ninja,Doctor,Magician,Forensic Specialist,Immortal,Patient,Prophet,Mystery Boy,Conspiracy Theorist,Office Worker,Person,,,,,,,,,2,Serial Murder,Forensic Specialist,,3,Serial Murder,Forensic Specialist,,4,Serial Murder,Forensic Specialist,,5,Serial Murder,Rich Man’s Daughter,,6,Suicide,Alien,,,,,,,,,,,,,,,,,,,,,
MZ-F-045,Leave us to Die,,Midnight Zone,Seiji-kun,www.tragedylooperscripts.com (not reviewed),82,Fan,,,3,3,6,,,Fated Connections,Showtime of Death,Worshippers of the Apocalypse,Forensic Specialist,Magician,Alien,Immortal,Patient,Prophet,Boy Student,Person,Boss,Conspiracy Theorist (School),Rich Man’s Daughter,Friend,Office Worker,Serial Killer,Mystery Boy,Obstinate,Nurse,Person,,,,,,,1,Suicide,Office Worker,,2,Suicide,Rich Man’s Daughter,,4,Serial Murder,Forensic Specialist,,6,Hospital Incident,Mystery Boy,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-046,Night at the Vroomsbury,,Midnight Zone,Augustin-Louis Cauchy,www.tragedylooperscripts.com (not reviewed),118,Fan,,,4,4,6,,,Secret Record,Showtime of Death,Unanswered Heart,Girl Student,Conspiracy Theorist,Rich Man’s Daughter,Key Person,Alien,Brain,Office Worker,Magician,Shrine Maiden,Magician,Pop Idol,Immortal,Patient,Person,Police Officer,Person,Boy Student,Person,,,,,,,1,Serial Murder,Boy Student,,2,Conspiracies,Rich Man’s Daughter,,3,Confession,Office Worker,,4,Serial Murder,Boy Student,,5,Uproar,Police Officer,,6,Suicide,Patient,,,,,,,,,,,,,,,,,
MZ-F-047,Overvroomed?,,Midnight Zone,Justin Karp,www.tragedylooperscripts.com (not reviewed),98,Fan,,,3,3,7,,,Secret Record,Worshippers of the Apocalypse,Showtime of Death,Doctor,Key Person,Informer,Brain,Pop Idol,Conspiracy Theorist,Office Worker,Magician,Rich Man’s Daughter,Immortal,Shrine Maiden,Prophet,Alien,Person,Police Officer,Person,Patient,Person,Forensic Specialist,Person,,,,,2,Increasing Unease,Pop Idol,,3,Suicide,Doctor,,4,Serial Murder,Rich Man’s Daughter,,5,Uproar,Forensic Specialist,,6,Hospital Incident,Police Officer,,7,Confession,Office Worker,,,,,,,,,,,,,,,,,
MZ-F-048,Shell Game,,Midnight Zone,Iammars,www.tragedylooperscripts.com (not reviewed),102,Fan,,,5,5,5,,,The Sealed Item,Worshippers of the Apocalypse,Showtime of Death,Boy Student,Cultist,Class Rep,Brain,Rich Man’s Daughter,Person,Illusion,Prophet,Office Worker,Magician,Pop Idol,Person,Patient,Immortal,Henchman,Person,,,,,,,,,1,Suicide,Rich Man’s Daughter,,2,Increasing Unease,Pop Idol,,3,Uproar,Patient,,4,Hospital Incident,Class Rep,,5,Confession,Henchman,,,,,,,,,,,,,,,,,,,,,
